Key;Updated;Created;Name;Arbeitsplatz;Kassentyp;NL Number;Betriebsstelle;Hostname;IP-Adresse;Modell;Seriennummer;Betriebssystem;Prozessor;Installationsdatum;Lifecycle Status;1st-Level-Service-Unit;2nd-Level-Service-Unit;External-Service-Provider;Kommentar;SCO/Bargeldabwicklung
CIOS-232644;2023-06-20T17:23:27.767Z;2023-06-20T17:23:08.927Z;PC  - Abrechnungstresor 01 - DE0507CGLY20001;CIOS-215269;CIOS-215221;CIOS-63828;CIOS-209257;DE0507CGLY20001;10.250.212.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0507CGLY20001;CIOS-209348;;24.11.2017;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232645;2023-06-20T17:23:27.807Z;2023-06-20T17:23:08.931Z;PC  - Abrechnungstresor 01 - DE0509CGLY20001;CIOS-215269;CIOS-215221;CIOS-63799;CIOS-209257;DE0509CGLY20001;10.250.152.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0509CGLY20001;CIOS-209348;;11.3.2022;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232646;2023-07-14T09:42:47.390Z;2023-06-20T17:23:08.993Z;PC  - Abrechnungstresor 01 - DE0520CGLY20001;CIOS-215269;CIOS-215221;CIOS-63922;CIOS-209257;DE0520CGLY20001;10.250.101.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0520CGLY20001;CIOS-209348;;24.11.2016;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232647;2023-06-20T17:23:27.903Z;2023-06-20T17:23:09.013Z;PC  - Abrechnungstresor 01 - DE0530CGLY20001;CIOS-215269;CIOS-215221;CIOS-63947;CIOS-209257;DE0530CGLY20001;10.250.21.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0530CGLY20001;CIOS-209348;;5.12.2018;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232648;2023-06-20T17:23:27.966Z;2023-06-20T17:23:09.058Z;PC  - Abrechnungstresor 01 - DE0531CGLY20001;CIOS-215269;CIOS-215221;CIOS-63968;CIOS-209257;DE0531CGLY20001;10.250.37.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0531CGLY20001;CIOS-209266;;8.12.2017;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232649;2023-06-20T17:23:27.993Z;2023-06-20T17:23:09.081Z;PC  - Abrechnungstresor 01 - DE0535CGLY20001;CIOS-215269;CIOS-215221;CIOS-63776;CIOS-209257;DE0535CGLY20001;10.250.104.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0535CGLY20001;CIOS-209348;;10.5.2020;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232650;2023-06-20T17:23:28.059Z;2023-06-20T17:23:09.118Z;PC  - Abrechnungstresor 01 - DE0537CGLY20001;CIOS-215269;CIOS-215221;CIOS-63749;CIOS-209257;DE0537CGLY20001;10.250.28.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0537CGLY20001;CIOS-209263;;1.7.2020;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232651;2023-06-20T17:23:28.085Z;2023-06-20T17:23:09.145Z;PC  - Abrechnungstresor 01 - DE0539CGLY20001;CIOS-215269;CIOS-215221;CIOS-63809;CIOS-209257;DE0539CGLY20001;10.250.172.21;CIOS-209347;SN - PC  - Abrechnungstresor 01 - DE0539CGLY20001;CIOS-209349;;25.11.2015;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232652;2023-06-20T17:23:28.154Z;2023-06-20T17:23:09.175Z;PC  - Abrechnungstresor 01 - DE0547CGLY20001;CIOS-215269;CIOS-215221;CIOS-63996;CIOS-209257;DE0547CGLY20001;10.253.212.21;CIOS-209347;SN - PC  - Abrechnungstresor 01 - DE0547CGLY20001;CIOS-209349;;25.8.2016;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232653;2023-06-20T17:23:28.178Z;2023-06-20T17:23:09.202Z;PC  - Abrechnungstresor 01 - DE0553CGLY20001;CIOS-215269;CIOS-215221;CIOS-63975;CIOS-209257;DE0553CGLY20001;10.250.120.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0553CGLY20001;CIOS-209263;;8.12.2021;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232654;2023-06-20T17:23:28.250Z;2023-06-20T17:23:09.231Z;PC  - Abrechnungstresor 01 - DE0555CGLY20001;CIOS-215269;CIOS-215221;CIOS-63881;CIOS-209257;DE0555CGLY20001;10.253.80.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0555CGLY20001;CIOS-209263;;9.3.2021;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232655;2023-06-20T17:23:28.273Z;2023-06-20T17:23:09.261Z;PC  - Abrechnungstresor 01 - DE0557CGLY20001;CIOS-215269;CIOS-215221;CIOS-63908;CIOS-209257;DE0557CGLY20001;10.253.104.21;CIOS-209347;SN - PC  - Abrechnungstresor 01 - DE0557CGLY20001;CIOS-209349;;25.11.2015;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232656;2023-06-20T17:23:28.342Z;2023-06-20T17:23:09.289Z;PC  - Abrechnungstresor 01 - DE0559CGLY20001;CIOS-215269;CIOS-215221;CIOS-63920;CIOS-209257;DE0559CGLY20001;10.253.112.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0559CGLY20001;CIOS-209263;;28.1.2021;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232657;2023-06-20T17:23:28.365Z;2023-06-20T17:23:09.319Z;PC  - Abrechnungstresor 01 - DE0560CGLY20001;CIOS-215269;CIOS-215221;CIOS-63840;CIOS-209257;DE0560CGLY20001;10.250.244.21;CIOS-209347;SN - PC  - Abrechnungstresor 01 - DE0560CGLY20001;CIOS-209349;;6.4.2016;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232658;2023-06-20T17:23:28.434Z;2023-06-20T17:23:09.346Z;PC  - Abrechnungstresor 01 - DE0565CGLY20001;CIOS-215269;CIOS-215221;CIOS-63899;CIOS-209257;DE0565CGLY20001;10.253.244.21;;SN - PC  - Abrechnungstresor 01 - DE0565CGLY20001;;;12.11.2019;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232659;2023-06-20T17:23:28.455Z;2023-06-20T17:23:09.377Z;PC  - Abrechnungstresor 01 - DE0566CGLY20001;CIOS-215269;CIOS-215221;CIOS-63803;CIOS-209257;DE0566CGLY20001;10.250.156.21;;SN - PC  - Abrechnungstresor 01 - DE0566CGLY20001;CIOS-209266;;24.5.2017;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232660;2023-06-20T17:23:28.517Z;2023-06-20T17:23:09.401Z;PC  - Abrechnungstresor 01 - DE0568CGLY20001;CIOS-215269;CIOS-215221;CIOS-63851;CIOS-209257;DE0568CGLY20001;10.253.24.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0568CGLY20001;CIOS-209266;;4.10.2018;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232661;2023-06-20T17:23:28.543Z;2023-06-20T17:23:09.440Z;PC  - Abrechnungstresor 01 - DE0569CGLY20001;CIOS-215269;CIOS-215221;CIOS-63813;CIOS-209257;DE0569CGLY20001;10.250.184.21;CIOS-209347;SN - PC  - Abrechnungstresor 01 - DE0569CGLY20001;CIOS-209349;;31.5.2017;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232662;2023-06-20T17:23:28.611Z;2023-06-20T17:23:09.459Z;PC  - Abrechnungstresor 01 - DE0572CGLY20001;CIOS-215269;CIOS-215221;CIOS-63949;CIOS-209257;DE0572CGLY20001;10.253.164.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0572CGLY20001;CIOS-209266;;21.1.2019;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232663;2023-06-20T17:23:28.638Z;2023-06-20T17:23:09.497Z;PC  - Abrechnungstresor 01 - DE0574CGLY20001;CIOS-215269;CIOS-215221;CIOS-63793;CIOS-209257;DE0574CGLY20001;10.250.132.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0574CGLY20001;CIOS-209348;;11.2.2016;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232664;2023-06-20T17:23:28.703Z;2023-06-20T17:23:09.515Z;PC  - Abrechnungstresor 01 - DE0577CGLY20001;CIOS-215269;CIOS-215221;CIOS-63773;CIOS-209257;DE0577CGLY20001;10.250.38.21;CIOS-209347;SN - PC  - Abrechnungstresor 01 - DE0577CGLY20001;CIOS-209349;;11.10.2016;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232665;2023-06-20T17:23:28.727Z;2023-06-20T17:23:09.555Z;PC  - Abrechnungstresor 01 - DE0579CGLY20001;CIOS-215269;CIOS-215221;CIOS-63805;CIOS-209257;DE0579CGLY20001;10.253.228.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0579CGLY20001;CIOS-209348;;11.9.2019;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232666;2023-06-20T17:23:28.794Z;2023-06-20T17:23:09.570Z;PC  - Abrechnungstresor 01 - DE0580CGLY20001;CIOS-215269;CIOS-215221;CIOS-63736;CIOS-209257;DE0580CGLY20001;10.250.8.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0580CGLY20001;CIOS-209348;;9.3.2021;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232667;2023-06-20T17:23:28.818Z;2023-06-20T17:23:09.611Z;PC  - Abrechnungstresor 01 - DE0583CGLY20001;CIOS-215269;CIOS-215221;CIOS-63906;CIOS-209257;DE0583CGLY20001;10.253.100.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0583CGLY20001;CIOS-209348;;17.8.2017;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232668;2023-06-20T17:23:28.890Z;2023-06-20T17:23:09.625Z;PC  - Abrechnungstresor 01 - DE0585CGLY20001;CIOS-215269;CIOS-215221;CIOS-63796;CIOS-209257;DE0585CGLY20001;10.250.140.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0585CGLY20001;CIOS-209348;;19.5.2022;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232669;2023-06-20T17:23:28.914Z;2023-06-20T17:23:09.667Z;PC  - Abrechnungstresor 01 - DE0586CGLY20001;CIOS-215269;CIOS-215221;CIOS-63735;CIOS-209257;DE0586CGLY20001;10.253.252.21;CIOS-209347;SN - PC  - Abrechnungstresor 01 - DE0586CGLY20001;CIOS-209349;;4.9.2015;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232670;2023-06-20T17:23:28.985Z;2023-06-20T17:23:09.685Z;PC  - Abrechnungstresor 01 - DE0589CGLY20001;CIOS-215269;CIOS-215221;CIOS-63812;CIOS-209257;DE0589CGLY20001;10.250.4.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0589CGLY20001;CIOS-209348;;6.10.2015;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232671;2023-06-20T17:23:29.007Z;2023-06-20T17:23:09.725Z;PC  - Abrechnungstresor 01 - DE0590CGLY20001;CIOS-215269;CIOS-215221;CIOS-63941;CIOS-209257;DE0590CGLY20001;10.253.160.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0590CGLY20001;CIOS-209348;;13.11.2019;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232672;2023-06-20T17:23:29.079Z;2023-06-20T17:23:09.742Z;PC  - Abrechnungstresor 01 - DE0591CGLY20001;CIOS-215269;CIOS-215221;CIOS-63814;CIOS-209257;DE0591CGLY20001;10.253.248.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0591CGLY20001;CIOS-209348;;12.10.2021;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232673;2023-06-20T17:23:29.099Z;2023-06-20T17:23:09.784Z;PC  - Abrechnungstresor 01 - DE0594CGLY20001;CIOS-215269;CIOS-215221;CIOS-63889;CIOS-209257;DE0594CGLY20001;10.250.7.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0594CGLY20001;CIOS-209348;;6.8.2018;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232674;2023-06-20T17:23:29.175Z;2023-06-20T17:23:09.798Z;PC  - Abrechnungstresor 01 - DE0595CGLY20001;CIOS-215269;CIOS-215221;CIOS-63837;CIOS-209257;DE0595CGLY20001;10.250.5.21;CIOS-209347;SN - PC  - Abrechnungstresor 01 - DE0595CGLY20001;CIOS-209349;;2.8.2016;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232675;2023-06-20T17:23:29.193Z;2023-06-20T17:23:09.847Z;PC  - Abrechnungstresor 01 - DE0596CGLY20001;CIOS-215269;CIOS-215221;CIOS-63767;CIOS-209257;DE0596CGLY20001;10.250.18.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0596CGLY20001;CIOS-209266;;29.3.2018;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232676;2023-06-20T17:23:29.269Z;2023-06-20T17:23:09.857Z;PC  - Abrechnungstresor 01 - DE0597CGLY20001;CIOS-215269;CIOS-215221;CIOS-63766;CIOS-209257;DE0597CGLY20001;10.250.22.21;CIOS-209347;SN - PC  - Abrechnungstresor 01 - DE0597CGLY20001;CIOS-209349;;17.7.2015;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232677;2023-06-20T17:23:29.287Z;2023-06-20T17:23:09.905Z;PC  - Abrechnungstresor 01 - DE0598CGLY20001;CIOS-215269;CIOS-215221;CIOS-63918;;DE0598CGLY20001;10.250.19.21;CIOS-209347;SN - PC  - Abrechnungstresor 01 - DE0598CGLY20001;CIOS-209349;;28.10.2016;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232678;2023-07-03T08:45:22.569Z;2023-06-20T17:23:09.913Z;PC  - Abrechnungstresor 01 - DE0599CGLY20001;CIOS-215269;CIOS-215221;CIOS-63986;CIOS-209257;DE0599CGLY20001;10.250.6.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0599CGLY20001;CIOS-209348;;19.7.2018;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232679;2023-06-20T17:23:29.381Z;2023-06-20T17:23:09.965Z;PC  - Abrechnungstresor 01 - DE0601CGLY20001;CIOS-215269;CIOS-215221;CIOS-63890;CIOS-209257;DE0601CGLY20001;10.250.31.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0601CGLY20001;CIOS-209348;;21.9.2017;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232680;2023-06-20T17:23:29.459Z;2023-06-20T17:23:09.969Z;PC  - Abrechnungstresor 01 - DE0602CGLY20001;CIOS-215269;CIOS-215221;CIOS-63826;CIOS-209257;DE0602CGLY20001;10.250.41.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0602CGLY20001;CIOS-209348;;7.10.2016;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232681;2023-06-20T17:23:29.553Z;2023-06-20T17:23:10.025Z;PC  - Abrechnungstresor 01 - DE0603CGLY20001;CIOS-215269;CIOS-215221;CIOS-63816;CIOS-209257;DE0603CGLY20001;10.250.39.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0603CGLY20001;CIOS-209348;;13.4.2022;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232682;2023-06-20T17:23:29.474Z;2023-06-20T17:23:10.026Z;PC  - Abrechnungstresor 01 - DE0604CGLY20001;CIOS-215269;CIOS-215221;CIOS-63763;CIOS-209257;DE0604CGLY20001;10.250.33.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0604CGLY20001;CIOS-209266;;25.9.2017;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232683;2023-06-20T17:23:29.567Z;2023-06-20T17:23:10.085Z;PC  - Abrechnungstresor 01 - DE0605CGLY20001;CIOS-215269;CIOS-215221;CIOS-64011;CIOS-209257;DE0605CGLY20001;10.250.45.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0605CGLY20001;CIOS-209266;;20.3.2018;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232684;2023-06-20T17:23:29.648Z;2023-06-20T17:23:10.092Z;PC  - Abrechnungstresor 01 - DE0607CGLY20001;CIOS-215269;CIOS-215221;CIOS-63781;CIOS-209257;DE0607CGLY20001;10.250.46.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0607CGLY20001;CIOS-209266;;6.3.2018;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232685;2023-06-20T17:23:29.664Z;2023-06-20T17:23:10.151Z;PC  - Abrechnungstresor 01 - DE0608CGLY20001;CIOS-215269;CIOS-215221;CIOS-63868;CIOS-209257;DE0608CGLY20001;10.250.42.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0608CGLY20001;CIOS-209348;;29.10.2019;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232686;2023-08-31T12:44:27.901Z;2023-06-20T17:23:10.156Z;PC  - Abrechnungstresor 01 - DE0609CGLY20001;CIOS-215269;CIOS-215221;CIOS-63779;CIOS-209257;DE0609CGLY20001;10.250.34.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0609CGLY20001;CIOS-209348;;31.8.2017;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232687;2023-06-20T17:23:29.770Z;2023-06-20T17:23:10.213Z;PC  - Abrechnungstresor 01 - DE0613CGLY20001;CIOS-215269;CIOS-215221;CIOS-64012;CIOS-209257;DE0613CGLY20001;10.250.57.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0613CGLY20001;CIOS-209266;;4.12.2017;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232688;2023-10-31T14:54:18.436Z;2023-06-20T17:23:10.216Z;PC  - Abrechnungstresor 01 - DE0614CGLY20001;CIOS-215269;CIOS-215221;CIOS-63900;CIOS-209255;DE0614CGLY20001;10.250.53.22;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0614CGLY20001;CIOS-209348;;24.1.2020;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232689;2023-06-20T17:23:29.868Z;2023-06-20T17:23:10.270Z;PC  - Abrechnungstresor 01 - DE0615CGLY20001;CIOS-215269;CIOS-215221;CIOS-63742;CIOS-209257;DE0615CGLY20001;10.250.50.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0615CGLY20001;CIOS-209266;;11.10.2017;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232690;2023-06-20T17:23:29.940Z;2023-06-20T17:23:10.276Z;PC  - Abrechnungstresor 01 - DE0616CGLY20001;CIOS-215269;CIOS-215221;CIOS-63867;CIOS-209257;DE0616CGLY20001;10.250.75.21;CIOS-209347;SN - PC  - Abrechnungstresor 01 - DE0616CGLY20001;CIOS-209349;;29.9.2015;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232691;2023-06-20T17:23:29.999Z;2023-06-20T17:23:10.329Z;PC  - Abrechnungstresor 01 - DE0617CGLY20001;CIOS-215269;CIOS-215221;CIOS-64013;CIOS-209257;DE0617CGLY20001;10.250.66.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0617CGLY20001;CIOS-209348;;6.8.2019;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232692;2023-06-20T17:23:30.037Z;2023-06-20T17:23:10.337Z;PC  - Abrechnungstresor 01 - DE0618CGLY20001;CIOS-215269;CIOS-215221;CIOS-63804;CIOS-209257;DE0618CGLY20001;10.250.55.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0618CGLY20001;CIOS-209266;;24.5.2018;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232693;2023-06-20T17:23:30.106Z;2023-06-20T17:23:10.388Z;PC  - Abrechnungstresor 01 - DE0619CGLY20001;CIOS-215269;CIOS-215221;CIOS-63833;CIOS-209257;DE0619CGLY20001;10.250.62.21;CIOS-209347;SN - PC  - Abrechnungstresor 01 - DE0619CGLY20001;CIOS-209349;;11.8.2016;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232694;2023-07-14T09:43:23.511Z;2023-06-20T17:23:10.397Z;PC  - Abrechnungstresor 01 - DE0620CGLY20001;CIOS-215269;CIOS-215221;CIOS-63831;CIOS-209257;DE0620CGLY20001;10.250.54.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0620CGLY20001;CIOS-209349;;28.6.2016;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232695;2023-06-20T17:23:30.225Z;2023-06-20T17:23:10.449Z;PC  - Abrechnungstresor 01 - DE0621CGLY20001;CIOS-215269;CIOS-215221;CIOS-63936;CIOS-209257;DE0621CGLY20001;10.250.63.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0621CGLY20001;CIOS-209348;;29.11.2018;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232696;2023-11-17T09:01:00.521Z;2023-06-20T17:23:10.457Z;PC  - Abrechnungstresor 01 - DE0622CGLY20001;CIOS-215269;CIOS-215221;CIOS-63807;CIOS-209257;DE0622CGLY20001;10.250.59.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0622CGLY20001;CIOS-209348;;15.9.2017;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232697;2023-06-20T17:23:30.320Z;2023-06-20T17:23:10.509Z;PC  - Abrechnungstresor 01 - DE0623CGLY20001;CIOS-215269;CIOS-215221;CIOS-63768;CIOS-209257;DE0623CGLY20001;10.250.67.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0623CGLY20001;CIOS-209348;;21.6.2016;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232698;2023-06-20T17:23:30.331Z;2023-06-20T17:23:10.518Z;PC  - Abrechnungstresor 01 - DE0626CGLY20001;CIOS-215269;CIOS-215221;CIOS-63977;CIOS-209257;DE0626CGLY20001;10.250.69.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0626CGLY20001;CIOS-209266;;22.8.2018;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232699;2023-06-20T17:23:30.412Z;2023-06-20T17:23:10.569Z;PC  - Abrechnungstresor 01 - DE0628CGLY20001;CIOS-215269;CIOS-215221;CIOS-63928;CIOS-209257;DE0628CGLY20001;10.250.78.21;CIOS-209347;SN - PC  - Abrechnungstresor 01 - DE0628CGLY20001;CIOS-209349;;9.5.2016;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232700;2023-06-20T17:23:30.423Z;2023-06-20T17:23:10.580Z;PC  - Abrechnungstresor 01 - DE0629CGLY20001;CIOS-215269;CIOS-215221;CIOS-63848;CIOS-209257;DE0629CGLY20001;10.250.71.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0629CGLY20001;CIOS-209266;;6.6.2018;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232701;2023-06-20T17:23:30.510Z;2023-06-20T17:23:10.630Z;PC  - Abrechnungstresor 01 - DE0632CGLY20001;CIOS-215269;CIOS-215221;CIOS-63745;CIOS-209257;DE0632CGLY20001;10.250.74.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0632CGLY20001;CIOS-209348;;30.11.2018;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232702;2023-06-20T17:23:30.519Z;2023-06-20T17:23:10.641Z;PC  - Abrechnungstresor 01 - DE0633CGLY20001;CIOS-215269;CIOS-215221;CIOS-63873;CIOS-209257;DE0633CGLY20001;10.250.79.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0633CGLY20001;CIOS-209348;;13.7.2016;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232703;2023-06-20T17:23:30.611Z;2023-06-20T17:23:10.694Z;PC  - Abrechnungstresor 01 - DE0634CGLY20001;CIOS-215269;CIOS-215221;CIOS-63961;CIOS-209257;DE0634CGLY20001;10.250.81.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0634CGLY20001;CIOS-209348;;17.8.2016;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232704;2023-06-20T17:23:30.618Z;2023-06-20T17:23:10.702Z;PC  - Abrechnungstresor 01 - DE0635CGLY20001;CIOS-215269;CIOS-215221;CIOS-63811;CIOS-209257;DE0635CGLY20001;10.250.94.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0635CGLY20001;CIOS-209263;;28.11.2019;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232705;2023-06-20T17:23:30.710Z;2023-06-20T17:23:10.753Z;PC  - Abrechnungstresor 01 - DE0636CGLY20001;CIOS-215269;CIOS-215221;CIOS-63843;CIOS-209257;DE0636CGLY20001;10.250.86.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0636CGLY20001;CIOS-209348;;23.9.2011;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232706;2023-06-20T17:23:30.715Z;2023-06-20T17:23:10.760Z;PC  - Abrechnungstresor 01 - DE0637CGLY20001;CIOS-215269;CIOS-215221;CIOS-63801;CIOS-209257;DE0637CGLY20001;10.250.89.21;CIOS-209347;SN - PC  - Abrechnungstresor 01 - DE0637CGLY20001;CIOS-209349;;28.8.2015;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232707;2023-08-30T13:19:54.210Z;2023-06-20T17:23:10.817Z;PC  - Abrechnungstresor 01 - DE0638CGLY20001;CIOS-215269;CIOS-215221;CIOS-63955;CIOS-209257;DE0638CGLY20001;10.250.87.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0638CGLY20001;CIOS-209348;;8.8.2016;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232708;2023-06-20T17:23:30.809Z;2023-06-20T17:23:10.827Z;PC  - Abrechnungstresor 01 - DE0639CGLY20001;CIOS-215269;CIOS-215221;CIOS-63891;CIOS-209257;DE0639CGLY20001;10.250.85.21;CIOS-209347;SN - PC  - Abrechnungstresor 01 - DE0639CGLY20001;CIOS-209349;;19.8.2015;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232709;2023-06-20T17:23:30.906Z;2023-06-20T17:23:10.882Z;PC  - Abrechnungstresor 01 - DE0643CGLY20001;CIOS-215269;CIOS-215221;CIOS-63762;CIOS-209257;DE0643CGLY20001;10.250.97.21;CIOS-209347;SN - PC  - Abrechnungstresor 01 - DE0643CGLY20001;CIOS-209349;;9.1.2014;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232710;2023-06-20T17:23:30.908Z;2023-06-20T17:23:10.893Z;PC  - Abrechnungstresor 01 - DE0645CGLY20001;CIOS-215269;CIOS-215221;CIOS-63800;CIOS-209257;DE0645CGLY20001;10.253.45.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0645CGLY20001;CIOS-209263;;28.11.2019;8;CIOS-181;CIOS-99643;CIOS-220769;;
CIOS-232711;2023-06-20T17:23:31Z;2023-06-20T17:23:10.944Z;PC  - Abrechnungstresor 01 - DE0646CGLY20001;CIOS-215269;CIOS-215221;CIOS-63880;CIOS-209257;DE0646CGLY20001;10.250.91.21;CIOS-209346;SN - PC  - Abrechnungstresor 01 - DE0646CGLY20001;CIOS-209266;;8.3.2018;8;CIOS-181;CIOS-99643;CIOS-220769;;
