Key,Updated,Created,Name,Arbeitsplatz,Kassentyp,NL Number,Betriebsstelle,Hostname,IP-Adresse,Modell,Seriennummer,Betriebssystem,Prozessor,Installationsdatum,Lifecycle Status,1st-Level-Service-Unit,2nd-Level-Service-Unit,External-Service-Provider,Kommentar,SCO/Bargeldabwicklung
CIOS-235307,03/Nov/23 3:48 PM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0643CPOS20043,Kasse 43,SB-Kasse,643,Hauptkassenzone,DE0643CPOS20043,10.250.97.143,HP RP9,SN - PC - Kasse 43 - DE0643CPOS20043,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235308,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0645CPOS20043,Kasse 43,SB-Kasse,645,Hauptkassenzone,DE0645CPOS20043,10.253.45.143,HP RP9,SN - PC - Kasse 43 - DE0645CPOS20043,Windows 10,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235309,21/Dec/23 8:20 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0646CPOS20043,Kasse 43,SB-Kasse,646,Hauptkassenzone,DE0646CPOS20043,10.250.91.143,HP EOP,8CN34609Y2,Windows 10 Pro,,18.12.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235310,14/Nov/23 8:15 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0647CPOS20043,Kasse 43,SB-Kasse,647,Hauptkassenzone,DE0647CPOS20043,10.250.93.143,HP RP9,SN - PC - Kasse 43 - DE0647CPOS20043,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235311,12/Feb/24 12:34 PM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0649CPOS20043,Kasse 43,SB-Kasse,649,Hauptkassenzone,DE0649CPOS20043,10.250.98.143,HP RP9,SN - PC - Kasse 43 - DE0649CPOS20043,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235312,22/Apr/24 11:32 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0650CPOS20043,Kasse 43,SB-Kasse,650,Hauptkassenzone,DE0650CPOS20043,10.253.124.143,HP RP9,SN - PC - Kasse 43 - DE0650CPOS20043,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235313,03/Nov/23 2:25 PM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0652CPOS20043,Kasse 43,SB-Kasse,652,Hauptkassenzone,DE0652CPOS20043,10.250.99.143,HP RP9,SN - PC - Kasse 43 - DE0652CPOS20043,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235314,27/Nov/23 8:00 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0654CPOS20043,Kasse 43,SB-Kasse,654,Hauptkassenzone,DE0654CPOS20043,10.250.111.143,HP EOP,8CN3410F28,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,23.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235315,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0655CPOS20043,Kasse 43,SB-Kasse,655,Hauptkassenzone,DE0655CPOS20043,10.250.103.143,HP RP9,SN - PC - Kasse 43 - DE0655CPOS20043,Windows 10,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235316,13/Feb/24 7:53 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0656CPOS20043,Kasse 43,SB-Kasse,656,Hauptkassenzone,DE0656CPOS20043,10.250.102.143,HP RP9,SN - PC - Kasse 43 - DE0656CPOS20043,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Nein
CIOS-235317,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0658CPOS20043,Kasse 43,SB-Kasse,658,Hauptkassenzone,DE0658CPOS20043,10.250.105.143,HP RP9,SN - PC - Kasse 43 - DE0658CPOS20043,Windows 10 Pro,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235318,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0659CPOS20043,Kasse 43,SB-Kasse,659,Hauptkassenzone,DE0659CPOS20043,10.250.107.143,HP RP9,SN - PC - Kasse 43 - DE0659CPOS20043,Windows 10 Pro,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235319,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0661CPOS20043,Kasse 43,SB-Kasse,661,Hauptkassenzone,DE0661CPOS20043,10.250.106.143,HP RP9,SN - PC - Kasse 43 - DE0661CPOS20043,Windows 10,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235320,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0663CPOS20043,Kasse 43,SB-Kasse,663,Hauptkassenzone,DE0663CPOS20043,10.250.114.143,HP RP9,SN - PC - Kasse 43 - DE0663CPOS20043,Windows 10 Pro,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235321,20/Feb/24 3:06 PM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0665CPOS20043,Kasse 43,SB-Kasse,665,Hauptkassenzone,DE0665CPOS20043,10.250.117.143,HP RP9,SN - PC - Kasse 43 - DE0665CPOS20043,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235322,21/Feb/24 1:48 PM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0667CPOS20043,Kasse 43,SB-Kasse,667,Hauptkassenzone,DE0667CPOS20043,10.250.119.143,HP RP9,SN - PC - Kasse 43 - DE0667CPOS20043,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235323,05/Feb/24 11:08 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0668CPOS20043,Kasse 43,SB-Kasse,668,Hauptkassenzone,DE0668CPOS20043,10.250.121.143,HP EOP,8CN35002TD,Windows 10 Pro,,17.01.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235324,12/Jan/24 12:57 PM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0669CPOS20043,Kasse 43,SB-Kasse,669,Hauptkassenzone,DE0669CPOS20043,10.250.122.143,HP EOP,SN - PC - Kasse 43 - DE0669CPOS20043,Windows 10 Pro,,10.01.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235325,12/Jan/24 12:30 PM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0814CPOS20043,Kasse 43,SB-Kasse,814,Hauptkassenzone,DE0814CPOS20043,10.250.48.143,HP EOP,SN - PC - Kasse 43 - DE0814CPOS20043,Windows 10 Pro,,10.01.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235326,02/Feb/24 12:20 PM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0840CPOS20043,Kasse 43,SB-Kasse,840,Hauptkassenzone,DE0840CPOS20043,10.250.36.143,HP RP9,SN - PC - Kasse 43 - DE0840CPOS20043,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235327,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0851CPOS20043,Kasse 43,SB-Kasse,851,Hauptkassenzone,DE0851CPOS20043,10.250.123.143,HP RP9,SN - PC - Kasse 43 - DE0851CPOS20043,Windows 10 Pro,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235328,20/Feb/24 2:47 PM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0852CPOS20043,Kasse 43,SB-Kasse,852,Hauptkassenzone,DE0852CPOS20043,10.250.125.143,HP EOP,8CN34609ZJ,Windows 10 Pro,,20.02.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235329,24/Jan/24 8:26 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0853CPOS20043,Kasse 43,SB-Kasse,853,Hauptkassenzone,DE0853CPOS20043,10.250.126.143,HP EOP,SN - PC - Kasse 43 - DE0853CPOS20043,Windows 10 Pro,,22.01.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235330,05/Feb/24 8:31 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0856CPOS20043,Kasse 43,SB-Kasse,856,Hauptkassenzone,DE0856CPOS20043,10.250.130.143,HP EOP,8C34607GM,Windows 10,,15.01.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235331,10/Nov/23 10:10 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0859CPOS20043,Kasse 43,SB-Kasse,859,Hauptkassenzone,DE0859CPOS20043,10.250.134.143,HP RP9,SN - PC - Kasse 43 - DE0859CPOS20043,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235332,05/Feb/24 8:20 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0865CPOS20043,Kasse 43,SB-Kasse,865,Hauptkassenzone,DE0865CPOS20043,10.250.141.143,HP RP9,SN - PC - Kasse 43 - DE0865CPOS20043,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235333,17/Jan/24 1:53 PM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0868CPOS20043,Kasse 43,SB-Kasse,868,Hauptkassenzone,DE0868CPOS20043,10.250.147.143,HP EOP,8CN34609WG,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,08.01.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235334,16/Jan/24 3:43 PM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0870CPOS20043,Kasse 43,SB-Kasse,870,Hauptkassenzone,DE0870CPOS20043,10.250.146.143,HP EOP,8CN35002KK,Windows 10,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,16.01.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235335,27/Feb/24 2:26 PM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0871CPOS20043,Kasse 43,SB-Kasse,871,Hauptkassenzone,DE0871CPOS20043,10.250.149.143,HP EOP,8CN3500329,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,27.02.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235336,21/Feb/24 1:33 PM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0872CPOS20043,Kasse 43,SB-Kasse,872,Hauptkassenzone,DE0872CPOS20043,10.250.155.143,HP EOP,8CN350032H,Windows 10 Pro,,20.02.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235337,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0874CPOS20043,Kasse 43,SB-Kasse,874,Hauptkassenzone,DE0874CPOS20043,10.253.174.143,HP RP9,SN - PC - Kasse 43 - DE0874CPOS20043,Windows 10 Pro,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235338,12/Apr/24 1:32 PM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0875CPOS20043,Kasse 43,SB-Kasse,875,Hauptkassenzone,DE0875CPOS20043,10.253.75.143,HP RP9,SN - PC - Kasse 43 - DE0875CPOS20043,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235339,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0877CPOS20043,Kasse 43,SB-Kasse,877,Hauptkassenzone,DE0877CPOS20043,10.253.87.143,HP RP9,SN - PC - Kasse 43 - DE0877CPOS20043,Windows 10 Pro,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-246419,13/Mar/24 4:00 PM,04/Mar/24 12:35 PM,PC - Kasse 43 - DE0878CPOS20043,Kasse 43,SB-Kasse,878,Hauptkassenzone,DE0878CPOS200043,10.253.78.143,HP EOP,8CN35002JY,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,04.03.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235340,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0879CPOS20043,Kasse 43,SB-Kasse,879,Hauptkassenzone,DE0879CPOS20043,10.253.79.143,HP RP9,SN - PC - Kasse 43 - DE0879CPOS20043,Windows 10,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235341,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0890CPOS20043,Kasse 43,SB-Kasse,890,Hauptkassenzone,DE0890CPOS20043,10.250.162.143,HP RP9,SN - PC - Kasse 43 - DE0890CPOS20043,Windows 10 Pro,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235342,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0891CPOS20043,Kasse 43,SB-Kasse,891,Hauptkassenzone,DE0891CPOS20043,10.250.166.143,HP RP9,SN - PC - Kasse 43 - DE0891CPOS20043,Windows 10 Pro,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235344,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0892CPOS20043,Kasse 43,SB-Kasse,892,Hauptkassenzone,DE0892CPOS20043,10.250.170.143,HP RP9,SN - PC - Kasse 43 - DE0892CPOS20043,Windows 10 Pro,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235343,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0894CPOS20043,Kasse 43,SB-Kasse,894,Hauptkassenzone,DE0894CPOS20043,10.253.94.143,HP RP9,SN - PC - Kasse 43 - DE0894CPOS20043,Windows 10,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235345,19/Apr/24 7:32 AM,20/Jun/23 5:24 PM,PC - Kasse 43 - DE0898CPOS20043,Kasse 43,SB-Kasse,898,Hauptkassenzone,DE0898CPOS20043,10.253.98.143,HP EOP,SN - PC - Kasse 43 - DE0898CPOS20043,Windows 10,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235346,29/Nov/23 3:04 PM,20/Jun/23 5:24 PM,PC - Kasse 43 - LU0930COSC20043,Kasse 43,SB-Kasse,930,Hauptkassenzone,LU0930COSC20043,10.52.4.103,HP EOP,8CN3410DHV,Windows 7,,22.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235347,21/Dec/23 8:49 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0491CPOS20044,Kasse 44,SB-Kasse,491,Hauptkassenzone,DE0491CPOS20044,10.250.160.144,HP RP9,SN - PC - Kasse 44 - DE0491CPOS20044,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235348,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0507CPOS20044,Kasse 44,SB-Kasse,507,Hauptkassenzone,DE0507CPOS20044,10.250.212.144,HP RP9,SN - PC - Kasse 44 - DE0507CPOS20044,Windows 10 Pro,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235349,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0509CPOS20044,Kasse 44,SB-Kasse,509,Hauptkassenzone,DE0509CPOS20044,10.250.152.144,HP RP9,SN - PC - Kasse 44 - DE0509CPOS20044,Windows 10,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235350,08/Dec/23 12:56 PM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0520CPOS20044,Kasse 44,SB-Kasse,520,Hauptkassenzone,DE0520CPOS20044,10.250.101.144,HP EOP,8CN3410F6Q,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,21.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235351,12/Jan/24 9:51 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0530CPOS20044,Kasse 44,SB-Kasse,530,Hauptkassenzone,DE0530CPOS20044,10.250.21.144,HP EOP,8CN34609ZK,Windows 10 Pro,,10.01.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235352,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0531CPOS20044,Kasse 44,SB-Kasse,531,Hauptkassenzone,DE0531CPOS20044,10.250.37.144,HP RP9,SN - PC - Kasse 44 - DE0531CPOS20044,Windows 10 Pro,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235353,03/Nov/23 2:06 PM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0535CPOS20044,Kasse 44,SB-Kasse,535,Hauptkassenzone,DE0535CPOS20044,10.250.104.144,HP RP9,SN - PC - Kasse 44 - DE0535CPOS20044,Windows 10,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235354,10/Nov/23 9:18 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0537CPOS20044,Kasse 44,SB-Kasse,537,Hauptkassenzone,DE0537CPOS20044,10.250.28.144,HP RP9,SN - PC - Kasse 44 - DE0537CPOS20044,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235355,03/Nov/23 2:15 PM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0539CPOS20044,Kasse 44,SB-Kasse,539,Hauptkassenzone,DE0539CPOS20044,10.250.172.144,HP RP9,SN - PC - Kasse 44 - DE0539CPOS20044,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235356,05/Feb/24 8:34 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0547CPOS20044,Kasse 44,SB-Kasse,547,Hauptkassenzone,DE0547CPOS20044,10.253.212.144,HP RP9,SN - PC - Kasse 44 - DE0547CPOS20044,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235357,14/Nov/23 9:41 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0553CPOS20044,Kasse 44,SB-Kasse,553,Hauptkassenzone,DE0553CPOS20044,10.250.120.144,HP RP9,SN - PC - Kasse 44 - DE0553CPOS20044,Windows 10,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235358,03/Nov/23 2:33 PM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0555CPOS20044,Kasse 44,SB-Kasse,555,Hauptkassenzone,DE0555CPOS20044,10.253.80.144,HP RP9,SN - PC - Kasse 44 - DE0555CPOS20044,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-233898,22/Apr/24 12:54 PM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0558CPOS20044,Kasse 44,Checkoutkasse,558,Hauptkassenzone,DE0558CPOS20044,10.253.236.144,HP EOP,8CN3410DR2,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,17.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,8CN32902R4 zur Reparatur an Posservice; Kasse 5 wurde am 19.04.24 zu Kasse 44 (ITO-168925),
CIOS-235359,03/Nov/23 11:45 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0559CPOS20044,Kasse 44,SB-Kasse,559,Hauptkassenzone,DE0559CPOS20044,10.253.112.144,HP RP9,SN - PC - Kasse 44 - DE0559CPOS20044,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235360,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0560CPOS20044,Kasse 44,SB-Kasse,560,Hauptkassenzone,DE0560CPOS20044,10.250.244.144,HP RP9,SN - PC - Kasse 44 - DE0560CPOS20044,Windows 10 Pro,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235361,21/Nov/23 2:09 PM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0561CPOS20044,Kasse 44,SB-Kasse,561,Hauptkassenzone,DE0561CPOS20044,10.253.148.144,HP EOP,8CN2281RWJ,Windows 10,,07.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Nein
CIOS-235362,27/Mar/24 2:02 PM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0565CPOS20044,Kasse 44,SB-Kasse,565,Hauptkassenzone,DE0565CPOS20044,10.253.244.144,HP RP9,SN - PC - Kasse 44 - DE0565CPOS20044,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235363,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0566CPOS20044,Kasse 44,SB-Kasse,566,Hauptkassenzone,DE0566CPOS20044,10.250.156.144,HP RP9,SN - PC - Kasse 44 - DE0566CPOS20044,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235364,08/Dec/23 12:40 PM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0568CPOS20044,Kasse 44,SB-Kasse,568,Hauptkassenzone,DE0568CPOS20044,10.253.24.144,HP EOP,8CN33806WT,Windows 10 Pro,,29.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235365,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0569CPOS20044,Kasse 44,SB-Kasse,569,Hauptkassenzone,DE0569CPOS20044,10.250.184.144,HP RP9,SN - PC - Kasse 44 - DE0569CPOS20044,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235366,03/Nov/23 2:49 PM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0572CPOS20044,Kasse 44,SB-Kasse,572,Hauptkassenzone,DE0572CPOS20044,10.253.164.144,HP RP9,SN - PC - Kasse 44 - DE0572CPOS20044,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235367,19/Apr/24 7:27 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0574CPOS20044,Kasse 44,SB-Kasse,574,Hauptkassenzone,DE0574CPOS20044,10.250.132.144,HP RP9,SN - PC - Kasse 44 - DE0574CPOS20044,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235368,31/Jan/24 1:19 PM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0577CPOS20044,Kasse 44,SB-Kasse,577,Hauptkassenzone,DE0577CPOS20044,10.250.38.144,HP EOP,SN - PC - Kasse 44 - DE0577CPOS20044,Windows 10 Pro,,31.01.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235369,04/Oct/23 3:50 PM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0579CPOS20044,Kasse 44,SB-Kasse,579,Hauptkassenzone,DE0579CPOS20044,10.253.228.144,HP EOP,SN - PC - Kasse 44 - DE0579CPOS20044,Windows 7,,04.10.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235370,08/Dec/23 8:54 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0580CPOS20044,Kasse 44,SB-Kasse,580,Hauptkassenzone,DE0580CPOS20044,10.250.8.144,HP RP9,SN - PC - Kasse 44 - DE0580CPOS20044,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235371,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0583CPOS20044,Kasse 44,SB-Kasse,583,Hauptkassenzone,DE0583CPOS20044,10.253.100.144,HP RP9,SN - PC - Kasse 44 - DE0583CPOS20044,Windows 10 Pro,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235372,29/Jan/24 2:33 PM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0585CPOS20044,Kasse 44,SB-Kasse,585,Hauptkassenzone,DE0585CPOS20044,10.250.140.144,HP RP9,SN - PC - Kasse 44 - DE0585CPOS20044,Windows 10,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Nein
CIOS-235373,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0586CPOS20044,Kasse 44,SB-Kasse,586,Hauptkassenzone,DE0586CPOS20044,10.253.252.144,HP RP9,SN - PC - Kasse 44 - DE0586CPOS20044,Windows 10 Pro,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235374,05/Feb/24 8:23 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0589CPOS20044,Kasse 44,SB-Kasse,589,Hauptkassenzone,DE0589CPOS20044,10.250.4.144,HP EOP,8CN34607HC,Windows 10,,20.12.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235375,16/Feb/24 10:11 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0590CPOS20044,Kasse 44,SB-Kasse,590,Hauptkassenzone,DE0590CPOS20044,10.253.160.144,HP EOP,8CN34609SY,Windows 10,,05.02.2024,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235376,29/Jun/23 10:26 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0591CPOS20044,Kasse 44,SB-Kasse,591,Hauptkassenzone,DE0591CPOS20044,10.253.248.244,HP RP9,SN - PC - Kasse 44 - DE0591CPOS20044,Windows 10,,,,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,
CIOS-235377,05/Feb/24 9:18 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0594CPOS20044,Kasse 44,SB-Kasse,594,Hauptkassenzone,DE0594CPOS20044,10.250.7.144,HP RP9,SN - PC - Kasse 44 - DE0594CPOS20044,Windows 10 Pro,,,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
CIOS-235378,28/Feb/24 10:43 AM,20/Jun/23 5:24 PM,PC - Kasse 44 - DE0595CPOS20044,Kasse 44,SB-Kasse,595,Hauptkassenzone,DE0595CPOS20044,10.250.5.144,HP EOP,8CN33806W2,Windows 10 Pro,Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz,23.11.2023,Aktiv,ServiceDesk Kasse / POS,TeamPOS Support,POSService,,Ja
